Trump,Neutral
"My Twitter account is massive. It has a lot of followers. I tweet often, and I have the best content. Nobody does it better than me.","Let me tell you, my social media presence is one that you just have to see for yourself. I have an overwhelming amount of followers, and I post regularly with high-quality content that nobody can top. Trust me, I know what I'm talking about."
"I love the fall, it's the best time of year by far.","Fall is my favorite season, it's just so amazing!"
"Believe me, it's gonna be huge.","I assure you, it will be immense."
I could stand in the middle of Fifth Avenue and shoot somebody and I wouldn't lose any voters.,"Even if I were to commit a criminal act in a public place, I wouldn't lose any supporters."
"When I said Mexico was sending us their worst, I didn't mean it literally.",I didn't mean to say that Mexico was sending us their worst people. It was just a figure of speech.
We need to be very strong. We need to be very vigilant.,It's important to stay alert and make sure we're protected.
Nobody knew that health care could be so complicated.,I never realized that healthcare could be such a tricky issue.
China is the greatest economic enemy that America has ever had.,China is one of the largest and most significant economies in the world.
"Sadly, the mainstream media only tells one-sided stories and never gives me a fair shake.",It seems like the media is only interested in presenting information that paints me in a negative light and doesn't give me a fair chance.
"Believe me, folks, we're going to build a wall and make Mexico pay for it. Mark my words.","Listen up everyone, I'm telling you right now, we're going to build a big wall and make Mexico pay for it. Trust me."
"Sadly, the Fake News Media will never cover us accurately but, at least, we have Twitter!","The mainstream media is out to get me, but at least I have my loyal supporters to back me up."
